disk_id,ds,model,n_5,r_5,n_9,r_9,n_12,r_12,n_177,r_177,n_180,r_180,n_181,r_181,n_182,r_182,n_183,r_183,n_184,r_184,n_187,r_187,n_190,r_190,n_195,r_195,n_197,r_197,n_199,r_199,n_241,r_241,n_242,r_242,n_244,r_244,n_245,r_245,is_null,is_broken
9609,20180704,MB2,100,0,95,20348,99,13,99,368,100,15269,100,0,100,0,100,0,100,0,100,0,68,32,200,0,100,0,100,0,99,948932000000.0,99,386650000000.0,100,0,100,65535,0,1
9609,20180703,MB2,100,0,95,20324,99,13,99,368,100,15269,100,0,100,0,100,0,100,0,100,0,68,32,200,0,100,0,100,0,99,948932000000.0,99,386650000000.0,100,0,100,65535,0,1
9609,20180702,MB2,100,0,95,20300,99,13,99,368,100,15269,100,0,100,0,100,0,100,0,100,0,68,32,200,0,100,0,100,0,99,948932000000.0,99,386650000000.0,100,0,100,65535,0,1
9609,20180701,MB2,100,0,95,20276,99,13,99,368,100,15269,100,0,100,0,100,0,100,0,100,0,68,32,200,0,100,0,100,0,99,948932000000.0,99,386650000000.0,100,0,100,65535,0,1
9609,20180630,MB2,100,0,95,20252,99,13,99,368,100,15269,100,0,100,0,100,0,100,0,100,0,68,32,200,0,100,0,100,0,99,948932000000.0,99,386650000000.0,100,0,100,65535,0,1
9609,20180629,MB2,100,0,95,20228,99,13,99,368,100,15269,100,0,100,0,100,0,100,0,100,0,68,32,200,0,100,0,100,0,99,948932000000.0,99,386650000000.0,100,0,100,65535,0,1
9609,20180628,MB2,100,0,95,20204,99,13,99,368,100,15269,100,0,100,0,100,0,100,0,100,0,68,32,200,0,100,0,100,0,99,948932000000.0,99,386650000000.0,100,0,100,65535,0,1
26726,20180429,MB2,100,0,96,20017,99,17,99,18,100,15329,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,38339106358.0,99,4821897344.0,100,0,100,65535,0,1
26726,20180427,MB2,100,0,96,19969,99,17,99,17,100,15329,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,36879719854.0,99,4735097294.0,100,0,100,65535,0,1
26726,20180426,MB2,100,0,96,19945,99,17,99,17,100,15329,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,34998957974.0,99,4646144086.0,100,0,100,65535,0,1
26726,20180425,MB2,100,0,96,19921,99,17,99,16,100,15329,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,34394591182.0,99,4615489590.0,100,0,100,65535,0,1
26726,20180424,MB2,100,0,96,19897,99,17,99,16,100,15329,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,33481437686.0,99,4359519278.0,100,0,100,65535,0,1
26726,20180423,MB2,100,0,96,19873,99,17,99,13,100,15329,100,0,100,0,100,0,100,0,100,0,66,34,200,0,100,0,100,0,99,21936557726.0,99,3639996542.0,100,0,100,65535,0,1
42374,20181203,MB2,100,0,95,20675,99,32,99,18,100,15316,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,63171288730.0,99,24445375522.0,100,0,100,65535,0,1
42374,20181202,MB2,100,0,95,20651,99,32,99,18,100,15316,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,63117714674.0,99,24445372090.0,100,0,100,65535,0,1
42374,20181201,MB2,100,0,95,20627,99,32,99,18,100,15316,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,63064361882.0,99,24445368618.0,100,0,100,65535,0,1
42374,20181130,MB2,100,0,95,20603,99,32,99,18,100,15316,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,63010041866.0,99,24445365082.0,100,0,100,65535,0,1
42374,20181129,MB2,100,0,95,20579,99,32,99,18,100,15316,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,62954865522.0,99,24445361522.0,100,0,100,65535,0,1
48687,20190909,MB2,100,0,94,28619,99,343,99,41,100,15322,100,0,100,0,100,0,100,0,100,0,66,34,200,0,100,0,100,0,99,93597005575.0,99,35161251967.0,100,0,100,65535,0,1
48687,20190908,MB2,100,0,94,28595,99,343,99,41,100,15322,100,0,100,0,100,0,100,0,100,0,66,34,200,0,100,0,100,0,99,93596980231.0,99,35161251967.0,100,0,100,65535,0,1
48687,20190907,MB2,100,0,94,28571,99,343,99,41,100,15322,100,0,100,0,100,0,100,0,100,0,66,34,200,0,100,0,100,0,99,93596954887.0,99,35161251967.0,100,0,100,65535,0,1
48687,20190906,MB2,100,0,94,28547,99,343,99,41,100,15322,100,0,100,0,100,0,100,0,100,0,66,34,200,0,100,0,100,0,99,93596929543.0,99,35161251967.0,100,0,100,65535,0,1
48687,20190905,MB2,100,0,94,28523,99,343,99,41,100,15322,100,0,100,0,100,0,100,0,100,0,66,34,200,0,100,0,100,0,99,93596904199.0,99,35161251967.0,100,0,100,65535,0,1
48687,20190904,MB2,100,0,94,28499,99,343,99,41,100,15322,100,0,100,0,100,0,100,0,100,0,66,34,200,0,100,0,100,0,99,93596878855.0,99,35161251967.0,100,0,100,65535,0,1
38003,20180314,MB2,100,0,96,16659,99,16,99,319,100,15314,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,660375000000.0,99,27732046545.0,100,0,100,65535,0,1
38003,20180313,MB2,100,0,96,16635,99,16,99,318,100,15314,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,658982000000.0,99,27676115025.0,100,0,100,65535,0,1
38003,20180312,MB2,100,0,96,16611,99,16,99,317,100,15314,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,657523000000.0,99,27621487913.0,100,0,100,65535,0,1
38003,20180311,MB2,100,0,96,16587,99,16,99,315,100,15314,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,656059000000.0,99,27587552865.0,100,0,100,65535,0,1
38003,20180310,MB2,100,0,96,16563,99,16,99,314,100,15314,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,654655000000.0,99,27552669929.0,100,0,100,65535,0,1
16597,20190122,MB2,100,0,95,21967,99,72,99,207,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,309857000000.0,99,6364550286.0,100,0,100,65535,0,1
16597,20190121,MB2,100,0,95,21943,99,72,99,207,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,309251000000.0,99,6355591766.0,100,0,100,65535,0,1
16597,20190120,MB2,100,0,95,21919,99,72,99,206,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,308714000000.0,99,6352507070.0,100,0,100,65535,0,1
16597,20190119,MB2,100,0,95,21895,99,72,99,206,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,308249000000.0,99,6348102038.0,100,0,100,65535,0,1
16597,20190118,MB2,100,0,95,21871,99,72,99,206,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,307764000000.0,99,6344537422.0,100,0,100,65535,0,1
16597,20190117,MB2,100,0,95,21847,99,72,99,205,100,15310,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,307207000000.0,99,6317738718.0,100,0,100,65535,0,1
7393,20180713,MB2,100,0,96,19378,99,17,99,327,100,15301,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,607526000000.0,99,483413000000.0,100,0,100,65535,0,1
7393,20180712,MB2,100,0,96,19354,99,17,99,326,100,15301,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,606483000000.0,99,482631000000.0,100,0,100,65535,0,1
7393,20180711,MB2,100,0,96,19330,99,17,99,326,100,15301,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,605535000000.0,99,481840000000.0,100,0,100,65535,0,1
7393,20180710,MB2,100,0,96,19306,99,17,99,325,100,15301,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,604758000000.0,99,481163000000.0,100,0,100,65535,0,1
7393,20180709,MB2,100,0,96,19282,99,17,99,325,100,15301,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,603941000000.0,99,480387000000.0,100,0,100,65535,0,1
25676,20180626,MB2,100,0,96,18983,99,19,99,123,100,15293,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,99,1,99,248482000000.0,99,100618000000.0,100,0,100,65535,0,1
25676,20180625,MB2,100,0,96,18959,99,19,99,122,100,15293,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,99,1,99,247631000000.0,99,100523000000.0,100,0,100,65535,0,1
25676,20180624,MB2,100,0,96,18935,99,19,99,122,100,15293,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,99,1,99,246840000000.0,99,100492000000.0,100,0,100,65535,0,1
25676,20180623,MB2,100,0,96,18911,99,19,99,121,100,15293,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,99,1,99,246066000000.0,99,100409000000.0,100,0,100,65535,0,1
25676,20180622,MB2,100,0,96,18887,99,19,99,121,100,15293,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,99,1,99,245335000000.0,99,100356000000.0,100,0,100,65535,0,1
17397,20191108,MB2,100,0,94,27750,99,710,96,1250,100,15351,100,0,100,0,100,0,100,0,100,0,66,34,200,0,100,0,100,0,99,1069200000000.0,99,131404000000.0,100,0,100,65535,0,1
17397,20191107,MB2,100,0,94,27726,99,710,96,1249,100,15351,100,0,100,0,100,0,100,0,100,0,67,33,200,0,100,0,100,0,99,1067900000000.0,99,131355000000.0,100,0,100,65535,0,1
17397,20191106,MB2,100,0,94,27702,99,710,96,1247,100,15351,100,0,100,0,100,0,100,0,100,0,66,34,200,0,100,0,100,0,99,1066510000000.0,99,131310000000.0,100,0,100,65535,0,1
17397,20191105,MB2,100,0,94,27678,99,710,96,1246,100,15351,100,0,100,0,100,0,100,0,100,0,67,33,200,0,100,0,100,0,99,1065270000000.0,99,131256000000.0,100,0,100,65535,0,1
17397,20191104,MB2,100,0,94,27654,99,710,96,1244,100,15351,100,0,100,0,100,0,100,0,100,0,67,33,200,0,100,0,100,0,99,1064030000000.0,99,131220000000.0,100,0,100,65535,0,1
988,20190711,MB2,100,0,94,26260,99,197,99,300,100,15272,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,394651000000.0,99,16042016243.0,100,0,100,65535,0,1
988,20190710,MB2,100,0,94,26236,99,197,99,300,100,15272,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,394338000000.0,99,15987477259.0,100,0,100,65535,0,1
988,20190709,MB2,100,0,94,26212,99,197,99,299,100,15272,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,394050000000.0,99,15946152611.0,100,0,100,65535,0,1
988,20190708,MB2,100,0,94,26188,99,197,99,299,100,15272,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,393706000000.0,99,15905224179.0,100,0,100,65535,0,1
988,20190707,MB2,100,0,94,26164,99,197,99,299,100,15272,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,393426000000.0,99,15864882611.0,100,0,100,65535,0,1
988,20190706,MB2,100,0,94,26140,99,197,99,298,100,15272,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,393154000000.0,99,15835857227.0,100,0,100,65535,0,1
15200,20180407,MB2,100,0,96,17068,99,23,99,262,100,15322,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,514168000000.0,99,414373000000.0,100,0,100,65535,0,1
15200,20180406,MB2,100,0,96,17044,99,23,99,262,100,15322,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,513306000000.0,99,413816000000.0,100,0,100,65535,0,1
15200,20180405,MB2,100,0,96,17020,99,23,99,261,100,15322,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,512398000000.0,99,413133000000.0,100,0,100,65535,0,1
15200,20180404,MB2,100,0,96,16996,99,23,99,261,100,15322,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,511500000000.0,99,412511000000.0,100,0,100,65535,0,1
15200,20180403,MB2,100,0,96,16972,99,23,99,260,100,15322,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,100,0,99,510545000000.0,99,411821000000.0,100,0,100,65535,0,1
40798,20190915,MB2,90,1472,94,29584,99,73,99,253,90,13782,100,0,100,0,90,1472,100,0,99,15,73,27,199,15,100,0,99,2,99,554022000000.0,99,756840000000.0,100,0,100,65535,0,1
40798,20190914,MB2,97,434,94,29560,99,73,99,253,97,14820,100,0,100,0,97,434,100,0,99,15,71,29,199,15,100,0,99,2,99,554022000000.0,99,756840000000.0,100,0,100,65535,0,1
40798,20190913,MB2,100,0,94,29536,99,73,99,253,100,15254,100,0,100,0,100,0,100,0,100,0,72,28,200,0,100,0,99,2,99,553639000000.0,99,753687000000.0,100,0,100,65535,0,1
40798,20190912,MB2,100,0,94,29512,99,73,99,252,100,15254,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,99,2,99,552565000000.0,99,751845000000.0,100,0,100,65535,0,1
40798,20190911,MB2,100,0,94,29488,99,73,99,251,100,15254,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,99,2,99,551672000000.0,99,749825000000.0,100,0,100,65535,0,1
40798,20190910,MB2,100,0,94,29464,99,73,99,250,100,15254,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,99,2,99,550706000000.0,99,747891000000.0,100,0,100,65535,0,1
40798,20190909,MB2,100,0,94,29440,99,73,99,250,100,15254,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,99,2,99,549816000000.0,99,746171000000.0,100,0,100,65535,0,1
8299,20190310,MB2,100,0,95,25130,99,20,99,192,100,15351,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,567280000000.0,99,356288000000.0,100,0,100,65535,0,1
8299,20190309,MB2,100,0,95,25106,99,20,99,192,100,15351,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,566802000000.0,99,355935000000.0,100,0,100,65535,0,1
8299,20190308,MB2,100,0,95,25082,99,20,99,192,100,15351,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,566287000000.0,99,355581000000.0,100,0,100,65535,0,1
8299,20190307,MB2,100,0,95,25058,99,20,99,192,100,15351,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,565783000000.0,99,355233000000.0,100,0,100,65535,0,1
8299,20190306,MB2,100,0,95,25034,99,20,99,191,100,15351,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,565278000000.0,99,354879000000.0,100,0,100,65535,0,1
8299,20190305,MB2,100,0,95,25010,99,20,99,191,100,15351,100,0,100,0,100,0,100,0,100,0,74,26,200,0,100,0,100,0,99,564783000000.0,99,354533000000.0,100,0,100,65535,0,1
18466,20180920,MB2,100,0,96,19357,99,40,99,207,100,15307,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,322381000000.0,99,12019050710.0,100,0,100,65535,0,1
18466,20180919,MB2,100,0,96,19333,99,40,99,207,100,15307,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,322350000000.0,99,12019049718.0,100,0,100,65535,0,1
18466,20180918,MB2,100,0,96,19309,99,40,99,207,100,15307,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,100,0,99,322312000000.0,99,12018859638.0,100,0,100,65535,0,1
18466,20180917,MB2,100,0,96,19285,99,40,99,207,100,15307,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,100,0,99,322272000000.0,99,12018851982.0,100,0,100,65535,0,1
18466,20180916,MB2,100,0,96,19261,99,40,99,207,100,15307,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,322232000000.0,99,12018846934.0,100,0,100,65535,0,1
18466,20180915,MB2,100,0,96,19237,99,40,99,207,100,15307,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,322194000000.0,99,12018743470.0,100,0,100,65535,0,1
44882,20180707,MB2,100,0,96,19250,99,22,99,324,100,15344,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,99,1,99,603127000000.0,99,483388000000.0,100,0,100,65535,0,1
44882,20180706,MB2,100,0,96,19226,99,22,99,323,100,15344,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,99,1,99,601988000000.0,99,482480000000.0,100,0,100,65535,0,1
44882,20180705,MB2,100,0,96,19202,99,22,99,322,100,15344,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,99,1,99,601060000000.0,99,481769000000.0,100,0,100,65535,0,1
44882,20180704,MB2,100,0,96,19178,99,22,99,322,100,15344,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,99,1,99,599939000000.0,99,480837000000.0,100,0,100,65535,0,1
44882,20180703,MB2,100,0,96,19154,99,22,99,321,100,15344,100,0,100,0,100,0,100,0,100,0,73,27,200,0,100,0,99,1,99,598926000000.0,99,480070000000.0,100,0,100,65535,0,1
8595,20191005,MB2,99,1,96,16097,99,24,99,42,99,15289,100,0,100,0,99,1,100,0,100,0,71,29,200,0,100,0,99,1,99,136136000000.0,99,67226138665.0,100,0,100,65535,0,1
8595,20191004,MB2,99,1,96,16073,99,24,99,42,99,15289,100,0,100,0,99,1,100,0,100,0,68,32,200,0,100,0,99,1,99,136136000000.0,99,65094348985.0,100,0,100,65535,0,1
8595,20190930,MB2,100,0,96,15977,99,24,99,42,100,15290,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,99,1,99,136136000000.0,99,63475956273.0,100,0,100,65535,0,1
45580,20181115,MB2,100,0,95,20800,99,70,99,226,100,15342,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,99,1,99,499164000000.0,99,34704481419.0,100,0,100,65535,0,1
45580,20181114,MB2,100,0,95,20776,99,69,99,226,100,15342,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,99,1,99,499164000000.0,99,34704421121.0,100,0,100,65535,0,1
45580,20181113,MB2,100,0,95,20752,99,69,99,226,100,15342,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,99,1,99,499164000000.0,99,34704421121.0,100,0,100,65535,0,1
25904,20180524,MB2,85,2177,96,18170,99,23,99,48,85,13159,100,0,100,0,85,2177,100,0,94,55192,74,26,1,55192,100,0,99,1,99,162056000000.0,99,51837154128.0,100,0,100,65535,0,1
25904,20180523,MB2,85,2177,96,18146,99,23,99,48,85,13159,100,0,100,0,85,2177,100,0,94,55192,73,27,1,55192,100,0,99,1,99,162056000000.0,99,51837154128.0,100,0,100,65535,0,1
25904,20180522,MB2,85,2177,96,18122,99,23,99,48,85,13159,100,0,100,0,85,2177,100,0,94,55192,73,27,1,55192,100,0,99,1,99,162056000000.0,99,51837154128.0,100,0,100,65535,0,1
25904,20180521,MB2,85,2177,96,18098,99,23,99,48,85,13159,100,0,100,0,85,2177,100,0,94,55192,73,27,1,55192,100,0,99,1,99,162056000000.0,99,51837154128.0,100,0,100,65535,0,1
25904,20180520,MB2,85,2177,96,18074,99,23,99,48,85,13159,100,0,100,0,85,2177,100,0,94,55192,73,27,1,55192,100,0,99,1,99,162056000000.0,99,51837154128.0,100,0,100,65535,0,1
25904,20180519,MB2,85,2177,96,18050,99,23,99,48,85,13159,100,0,100,0,85,2177,100,0,94,55192,73,27,1,55192,100,0,99,1,99,162056000000.0,99,51837154128.0,100,0,100,65535,0,1
25904,20180518,MB2,85,2177,96,18026,99,23,99,48,85,13159,100,0,100,0,85,2177,100,0,94,55192,73,27,1,55192,100,0,99,1,99,162056000000.0,99,51837154128.0,100,0,100,65535,0,1
2825,20180524,MB2,99,2,96,16153,99,42,99,138,99,15343,100,0,100,0,99,2,100,0,100,0,69,31,200,0,100,0,100,0,99,244507000000.0,99,11181750011.0,100,0,100,65535,0,1
2825,20180523,MB2,99,2,96,16129,99,42,99,137,99,15343,100,0,100,0,99,2,100,0,100,0,69,31,200,0,100,0,100,0,99,243746000000.0,99,11173309315.0,100,0,100,65535,0,1
2825,20180522,MB2,99,2,96,16105,99,42,99,137,99,15343,100,0,100,0,99,2,100,0,100,0,69,31,200,0,100,0,100,0,99,242975000000.0,99,11167891579.0,100,0,100,65535,0,1
2825,20180521,MB2,99,2,96,16081,99,42,99,136,99,15343,100,0,100,0,99,2,100,0,100,0,69,31,200,0,100,0,100,0,99,242194000000.0,99,11162215299.0,100,0,100,65535,0,1
2825,20180520,MB2,99,2,96,16057,99,42,99,135,99,15343,100,0,100,0,99,2,100,0,100,0,69,31,200,0,100,0,100,0,99,241405000000.0,99,11156285411.0,100,0,100,65535,0,1
2825,20180519,MB2,99,2,96,16033,99,42,99,135,99,15343,100,0,100,0,99,2,100,0,100,0,69,31,200,0,100,0,100,0,99,240607000000.0,99,11150859331.0,100,0,100,65535,0,1
2825,20180518,MB2,99,2,96,16009,99,42,99,134,99,15343,100,0,100,0,99,2,100,0,100,0,69,31,200,0,100,0,100,0,99,239796000000.0,99,11134675331.0,100,0,100,65535,0,1
26699,20190612,MB2,100,0,94,27052,99,35,97,1019,100,15294,100,0,100,0,100,0,100,0,100,0,69,31,200,0,100,0,100,0,99,1353640000000.0,99,193054000000.0,100,0,100,65535,0,1
26699,20190611,MB2,100,0,94,27028,99,35,97,1018,100,15294,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,1351230000000.0,99,192696000000.0,100,0,100,65535,0,1
26699,20190610,MB2,100,0,94,27004,99,35,97,1016,100,15294,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,1349010000000.0,99,192373000000.0,100,0,100,65535,0,1
26699,20190609,MB2,100,0,94,26980,99,35,97,1014,100,15294,100,0,100,0,100,0,100,0,100,0,71,29,200,0,100,0,100,0,99,1346860000000.0,99,192106000000.0,100,0,100,65535,0,1
26699,20190608,MB2,100,0,94,26956,99,35,97,1013,100,15294,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,1345060000000.0,99,191926000000.0,100,0,100,65535,0,1
26699,20190607,MB2,100,0,94,26932,99,35,97,1011,100,15294,100,0,100,0,100,0,100,0,100,0,68,32,200,0,100,0,100,0,99,1343190000000.0,99,191749000000.0,100,0,100,65535,0,1
27389,20190215,MB2,100,0,95,22920,99,49,99,196,100,15284,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,449654000000.0,99,20203524059.0,100,0,100,65535,0,1
27389,20190214,MB2,100,0,95,22896,99,49,99,196,100,15284,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,449250000000.0,99,20202874491.0,100,0,100,65535,0,1
27389,20190213,MB2,100,0,95,22872,99,49,99,196,100,15284,100,0,100,0,100,0,100,0,100,0,70,30,200,0,100,0,100,0,99,448843000000.0,99,20201192939.0,100,0,100,65535,0,1
